umkm_name,umkm_category,total_seller_gain,total_project_value,total_revenue
KARYA LINTAS MANDIRI,Menengah,116887000,117415800,469086
JUNAMA INTI KARMA,Menengah,149371200,345427500,1001316
PRIMA SURYA SOLUSINDO,Menengah,174488992,1089818368,790142
CV. TEKNIKA KOMINDO,Menengah,0,890664000,0
CV. Bayu Adhi,Menengah,74602800,261760200,505075
KOPKAR TOWER UPNW KTI,Menengah,0,38572500,0
CV. Sukses Maju Jaya,Menengah,0,284382000,0
CV.Yuditama,Menengah,0,787057710,0
KOPKAR CITRA BEKISAR,Menengah,266071100,1694007630,1811965
CV SUBUR BINA RAYA (SBR),Menengah,1705570,45442845,8146
PT SELAKSA CIPTA MANDIRI,Menengah,218419090,2982741130,1454490
MANUNGGAL GLOBAL NUSANTARA,Menengah,0,99999900,0
INFOMEDIA SOLUSI HUMANIKA,Menengah,0,163506882,0
SMART SOLUSI SEJAHTERA,Menengah,63090770,340466137,422628
ASTON SISTEM INDONESIA,Menengah,0,11083468,0
CV Yestoya Abadi,Menengah,0,10700000,0
ARSINDO PERSADA,Menengah,3596910,24750225,20142
PT. Prima Data Semesta,Menengah,34645700,47254614,233314
Gema Insan Mandiri,Menengah,15809960,25182095,94750
CV. ADI MANDIRI,Menengah,0,93527379,0
URIPINDO DIGDAYA AGUNG,Menengah,0,503396100,0
PT. TERATAI WIDJAJA,Menengah,0,178228814,0
KOPEGTEL SUKABUMI,Menengah,21433755,563049796,115052
Raksa Aria Kencana,Menengah,0,8447100,0
PT OPMC INDONESIA,Menengah,226757900,794691455,1156192
EL-KOKAR TIMUR,Menengah,152428992,3574528154,690518
CYBERTREND INTRABUANA,Menengah,29513300,60526080,180352
POLARINDO MEDIA NUSANTARA,Menengah,0,38011950,0
CV Helga,Menengah,0,173945880,0
PERSADA INDAH MUDA,Menengah,0,196634835,0
KOPERASI PEGAWAI PERUM PERHUTANI KANTOR UNIT II,Menengah,12248780,19602600,55084
CV Cipta Mitra Mandiri,Menengah,29175000,238206000,196435
Fortune Tiga Bintang,Menengah,63025800,226093946,426566
TRUSTINDO MANUFAKTUR,Menengah,38900000,729492000,265365
Koperasi Karyawan SIER,Menengah,0,65512200,0
HARRISMA WISESAJAYA,Menengah,0,153513000,0
CV. Citra Mandala,Menengah,8343230,304649042,48878
TUJUH TUJUH BANGKIT JAYA,Menengah,0,272816244,0
koperasi jasa WASKITA surabaya,Menengah,0,3040290,0
PT. ALAM PELANGI JAYA,Menengah,352572000,474256380,1415501
CV. BUDI JAYA SENTOSA,Menengah,26078700,45008280,166942
DARMAWISATA INDONESIA,Menengah,0,28202116,0
Koperasi Karyawan PT.PG Rajawali I,Menengah,25764660,58714892,144544
Asia Dinamika,Menengah,0,112665000,0
BKS CABANG SURABAYA,Menengah,2505390080,4881104098,7575008
CV. RIZKI JAYA,Menengah,8278880,377238587,51864
PT Anugerah Nirwana Bersama,Menengah,522409000,1489760261,2324959
PT. CIPTA TEKNIK UTAMA,Menengah,164424000,165168000,659980
Maharani,Menengah,0,66037000,0
PT ATLANTIC BIRURAYA,Menengah,2506470,28134213,13540
 PT IN GRIYA CITA ANUGERAH,Menengah,0,204189394,0
PT Sentra Support Service Jakarta,Menengah,27995890,146494732,165185
Koperasi Pegawai PT.SUCOFINDO Surabaya,Menengah,1515940,27611250,7543
PRIMA ANUGERAH SANTOSO,Menengah,55947300,98645700,368094
KOPKAR KARYA MAS,Menengah,29325000,573870000,198615
KOPERASI ANEKA BAKTI,Menengah,0,214077160,0
CV PANCA LOGAM,Menengah,0,168498000,0
CV. YUSTINA JAYA,Menengah,78835600,88168743,526389
Mitratex Konsultan,Menengah,0,253080000,0
PT Tahta Kasih Karunia,Menengah,0,69930,0
CV RADHAKA BERKAH ABADI,Menengah,146454400,744314190,965951
DANO SIGARAP PERDANA,Menengah,68398096,308502300,464886
MUTIARA SYNERGI ABADI,Menengah,0,77561250,0
PT. OSHA ASIA,Menengah,134508900,307210260,914153
PT.KESKA LESTARI,Menengah,0,222145500,0
Wahana Safety Indonesia,Menengah,0,391341600,0
Medan Promotion,Menengah,0,13431000,0
AGTSARDIN JAYA,Menengah,62951000,128304900,427690
CV BUANA CITRA MANDIRI,Menengah,0,1159950,0
PT. LOGIKREASI UTAMA,Menengah,57672600,135481050,389464
PT.SAFINA NIAGA BERSAMA,Menengah,0,12371671,0
PERISAI JAYA MAHESA,Menengah,0,196953849,0
PT. SINAR FAJAR SEJATI,Menengah,0,91360000,0
PT RUKUN SEJAHTERA TEKNIK,Menengah,0,207207030,0
BINA USAHA SEJAHTERA,Menengah,0,143856000,0
CV. MULTI JASA SANGKALA,Menengah,0,96570000,0
PT. BASUKI WATER INDONESIA,Menengah,0,37740000,0
Percetakan Satu (Satria Tiga Utama),Menengah,0,43600000,0
MAHKOTA STATIONERY,Menengah,0,7626000,0
PT Interlab Sentra Analitika,Menengah,0,2469350400,0
PT. Nenggapratama Prima Nusantara,Menengah,4854310,84703846,27755
Kopegtel Mojokerto,Menengah,0,51572820,0
Koperasi Pegawai Telkom Menara RO Palembang,Menengah,153440560,2434573077,965039
KOPEGTEL PEKANBARU,Menengah,24317870,651634978,150655
GRAMEDIA WORLD PALEMBANG,Menengah,0,1378268,0
Koperasi Karyawan Pikitring Palembang,Menengah,16705960,82885998,94604
PT LOUSERINDO MEGAH PERMAI,Menengah,0,53280000,0
PT Sri Aneka Karyatama,Menengah,208635008,3692934638,950595
Mega Elektrisindo Sejahtera,Menengah,0,188872050,0
PT Sri Metriko Utamawidjaja,Menengah,25323900,678291030,172182
KOPERASI KARYAWAN PUSRI,Menengah,2905512892,12520396246,16288160
KAMDATU,Menengah,0,211563576,0
NEW SUWANDI ELECTRONIC,Menengah,0,8297250,0
CV. MULTIKOM,Menengah,0,13999999,0
CV. USEKINDO KARYA UTAMA,Menengah,0,1481038590,0
PT. CONSUMA INDONESIA,Menengah,16172500,165781980,106967
PT. Gunung Garuda Mandiri,Menengah,0,24153600,0
Koperasi Karyawan Patra,Menengah,97186800,1352773339,665431
SAHABAT SINERGY,Menengah,17595000,169298346,118515
SEMBAJA LAMPUNG,Menengah,19247000,43711800,129795
KALAM MANDIRI TEKNINDO,Menengah,0,23389920,0
KOPERASI WANITA PETRA,Menengah,240512496,1041861659,1612647
PT. SRIJASA BRIKA PERKASA,Menengah,0,6761298968,0
PT SRI VARIA WISATA (VARITA-PUSRI),Menengah,506582960,1955454799,2328500
BKS CABANG PALEMBANG,Menengah,128352856,1982194317,747346
DEVI MANDIRI,Menengah,0,684880631,0
CITRA RAHMADI MANDIRI,Menengah,0,601648649,0
CV Naga Nusantara,Menengah,0,442262388,0
PT. GRAFINDO TRIUTAMA,Menengah,0,143378415,0
PT. DUNIA TEHNIK,Menengah,0,444037999,0
HARLY JAYA MAKMUR,Menengah,0,468244730,0
PT SURYA SRIWIJAYA WISATA,Menengah,0,56271100,0
KURNIA SCIENTIFIC,Menengah,0,24642000,0
DIRA SONITA,Menengah,0,105469980,0
PT. ABADINUSA USAHASEMESTA,Menengah,0,23977440,0
TARUNA ANUGRAH MANDIRI,Menengah,0,137085000,0
PT. GRAHA MENARA MAKMUR,Menengah,357220592,570906300,2395925
PT. PATRA SELARAS SEJATI,Menengah,0,107509050,0
PT API RINTIS MAS,Menengah,0,96303600,0
ANA OGI MAKASSAR,Menengah,0,468239162,0
RIAU NETWORK SOLUTION,Menengah,58413020,618739530,370604
PT SINERGI MAHARANII SUKSES,Menengah,0,217116000,0
KOP.KARYAWAN LISTRIK NEGARA WIL.RIAU ( KOP -WAN LISNA),Menengah,174787690,406702925,1176495
PT. WIRAKENCANA SUGIHINDAH SEHATI,Menengah,49190820,359884200,289354
TUNAS RIAU MADINA,Menengah,0,284776795,0
KOPKAR INSAN ELEKTRIKA PT PLN (PERSERO) UIP3B SUMATERA,Menengah,0,447620336,0
CV. KURNIA SAKTI,Menengah,0,216283899,0
Planet Computer,Menengah,0,1975800,0
Koperasi Jasa Karyawan Telkom Pontianak,Menengah,672167240,2254463050,3593142
METRO IT,Menengah,0,5401260,0
Koperasi Karyawan Sejahtera Bersama,Menengah,17673600,36467940,105368
PT. FAUSTA ALAM SAIJAAN,Menengah,622091712,2062356159,4201313
AZFAR,Menengah,0,188348909,0
Risc Computer,Menengah,0,20923500,0
SINTESA UNIVERSAL SINERGI,Menengah,0,2870000,0
TIGA MATRA INDONESIA,Menengah,234000000,266407000,1064730
PT Prabu Niaga Sakti,Menengah,15236550,222393050,87343
BUMI JASA UTAMA,Menengah,11758400,67104550,79071
INFOKOM INTERNUSA,Menengah,0,33635220,0
PT Ekacitra Bumikarya,Menengah,0,72372000,0
Sekararum Multitata,Menengah,0,370982434,0
PT Calmic Indonesia,Menengah,0,40638210,0
Fajar Benua Indopack,Menengah,0,181110374,0
INTI SARANA AIRCOND,Menengah,0,22350000,0
PT ARDON INTI PRESISI,Menengah,0,49395000,0
MAHKOTA MEDIA SEMESTA,Menengah,0,33414996,0
MULYA BANGUN SENTOSA,Menengah,0,103456614,0
PT. RODA NURMALA,Menengah,0,107663340,0
CV. DAHLIA CAHAYA,Menengah,0,21489600,0
BINAMAN UTAMA,Menengah,0,632700000,0
PARTNER IMPIAN MILENIAL (SCHOTERS),Menengah,0,283980000,0
PT. PANTERO SELARAS AGUNG,Menengah,0,212875,0
Sahabat Sejati,Menengah,0,9064815,0
KAWAN LAMA SEJAHTERA,Menengah,0,8266658,0
WILTAMA MEGAPRIMA,Menengah,0,173182200,0
PT Tarianta Masindo,Menengah,0,103801745,0
PT. SENTRA SUPPORT SERVICE,Menengah,32486600,197106154,195463
PT ROYAL FAMILY UTAMA,Menengah,0,986985360,0
PERSEMBAHAN GENDHIS  INDONESIA,Menengah,100127800,516058425,676651
KOPERASI KARYAWAN PT. MEGA ELTRA,Menengah,203677950,799982550,1210155
KOPERASI JASA ADHI SEJAHTERA,Menengah,185220,1737336480,-161
BUMI DAYA PLAZA,Menengah,135240000,172780000,612465
PT HOME CENTER INDONESIA,Menengah,27356300,110690310,181803
KONSULTA SEMEN GRESIK,Menengah,130342000,145407084,580758
MULTI MAS,Menengah,0,239091780,0
PUTRA ANDALAN PERKASA,Menengah,891800000,1284714000,4047320
PT.  FILTRAS INDONESIA,Menengah,58650000,1694812380,398320
DELTA INDRATAMA ORION,Menengah,0,139819047,0
PROTEKNIK MEGA PERSADA,Menengah,0,365190000,0
KAMAJAYA MITRA PANCA,Menengah,0,568661604,0
SAHABAT DAYA TEKNIK,Menengah,0,141322980,0
PT Bima Bisalloy,Menengah,0,124875000,0
KOPERASI KARYAWAN MANDIRI SEKURITAS,Menengah,0,16814280,0
PT MUMTAZ GALIH ( Kantor Cabang Jakarta ),Menengah,574182280,2767733052,3410936
PT ANGKASA BUANA NIAGA CIPTA,Menengah,23604520,1063402200,138551
PT LIMA ANTARAN NUSANTARA,Menengah,14332500,1012744020,84595
TIJARAH BARAKAH MULIA,Menengah,37705600,37962000,223924
MITRA ABADI,Menengah,0,966448195,0
INTI DAMAI,Menengah,125650500,809387200,836334
PT. TIARA JAYA TUNGGAL MANDIRI,Menengah,0,141834357,0
PT. CONTROL SYSTEMS ARENA PARA NUSA,Menengah,49625000,2087419541,331570
PT. LOKA MANGGALA,Menengah,0,193002471,0
PRIMA SEJATI INDONESIA,Menengah,0,36324750,0
Borneo Optima Sinergi,Menengah,0,129226200,0
SLS BEARINDO,Menengah,0,22062360,0
ASTRA GRAPHIA,Menengah,28551500,253673415,194335
KOPERASI PEGAWAI PERUM PERURI,Menengah,29477200,81276253,196612
MULTISTACK INDONESIA,Menengah,0,130980000,0
PT. CIPTABAYU ALAMI,Menengah,0,13109100,0
Sumberdaya Andalan Mandiri,Menengah,0,217144737,0
KOPETRI CITRA ABADI,Menengah,124069600,382451308,594142
Everstore by Evermos,Menengah,0,569450,0
PT. Compadre Digital Pandu,Menengah,88341600,514596000,599438
PT. Parama Mutu Prioritas,Menengah,79177504,195218000,536860
PT. Trimitra Sukses Indonesia,Menengah,0,15651000,0
PT Mitra Solusi Infokom,Menengah,0,310435734,0
PT.USAHA MULIA GAS MANDIRI,Menengah,0,48900000,0
PT CORENDO PRIMA UTAMA,Menengah,117478600,1977387300,796829
KURNIAJAYA MUKTISENTOSA,Menengah,0,28799997,0
AMIDIS TIRTA MULIA,Menengah,0,14190460,0
PUTRA JAYA MAKSIMA,Menengah,0,654313046,0
LANE ARCHIVE MANAGEMENT,Menengah,0,6426900,0
SANDANA,Menengah,0,371998,0
CV.MADINAH WIJAYA PUTRA,Menengah,56695000,251526000,384970
Global Fiber Optik,Menengah,39997600,144087750,270949
BERKARYA INVESTASI MULIA,Menengah,0,172050,0
PT. ADHIMATA KREATIF INDONESIA,Menengah,146175000,579209102,730980
CV TUJUHLANGIT,Menengah,14587500,408418062,98490
KREASI TUNAS SEGALA,Menengah,0,77881485,0
PT. SOLUSI INTEGRASINDO,Menengah,0,6962544,0
DAKSINA ARGA PERKASA,Menengah,15186200,76676715,102600
Infoduta Computindo Perkasa,Menengah,19721000,171800700,130997
ELTECH ASKARA INDONESIA,Menengah,0,224525135,0
PT Kharisma Network System,Menengah,0,314343478,0
PT SINERGI WAHANA GEMILANG,Menengah,0,108354870,0
PT. MULYANA ARTHA LESTARI,Menengah,77089104,158538000,527486
PINARAS RAYA ABADI,Menengah,0,91626006,0
PT. ASTO RAHARJA,Menengah,0,59784600,0
PT Kreasi Gema Sinergi,Menengah,79666600,768662385,478520
MEKARSARI AGUNG SEJAHTERA,Menengah,0,158795617,0
RODA NURMALA,Menengah,0,26462955,0
MITRAGONDOLA KREASIPRIMA,Menengah,0,137570625,0
PT. Rieson Makmur Sejahtera,Menengah,141480900,460428000,946616
DERAS ARTA ARTISTIKA,Menengah,25875000,823382497,157917
PT Ship Management System Consultindo,Menengah,344397800,928614900,2303142
PT Gandewa Pramatya Arta,Menengah,0,1786545,0
PT Indojaya Sarana Energi,Menengah,0,58301640,0
RDA REINDO DINAMIKA,Menengah,0,53841937,0
PT. 3S INTERNATIONAL,Menengah,0,25685400,0
PT. BERKAT SUKSESTAMA ABADI,Menengah,0,251176350,0
CITRA SARANA CONFERENCE,Menengah,0,744033000,0
Portal Jatim Media,Menengah,0,33577500,0
TRINATALISCO SINAR BORNEO,Menengah,0,495423757,0
SURIA SOLUSI INDONESIA,Menengah,0,21090000,0
MITRA INOVASI BISNIS,Menengah,0,49267083,0
CV One Solution Technology Indonesia,Menengah,0,140807529,0
MANDIRI USAHA INTEGRITAS,Menengah,9922500,9990000,58440
Siwali Swantika,Menengah,0,53280000,0
JASHEN MITRA SINERGI,Menengah,0,409366779,0
MINARET PRIMA SOLUSA,Menengah,0,85875000,0
TRIKATA ESA KARSA,Menengah,0,103230000,0
PT Yong Kurniawan Akselera,Menengah,0,195776250,0
PT. GIS Teknologi Prasasta,Menengah,0,74037000,0
RASUAN PUTRA MANDIRI,Menengah,0,37740000,0
RANATA AIR NETWORK,Menengah,0,810468727,0
PT Orens Kreasi Indonesia,Menengah,132687400,136058250,813283
PT Dejavu Multimedia,Menengah,0,387529588,0
YAFII SOLUSI INTERNASIONAL,Menengah,0,97131000,0
PT. TECHNET VISION INDONESIA,Menengah,0,274207518,0
INTAV PRIMA SOLUSINDO,Menengah,0,174684030,0
PT Juara Anak Muda,Menengah,0,100741593,0
PLATINDO KARYA PRIMA,Menengah,0,1208351550,0
PUSAT DIGITAL INDONESIA,Menengah,3371900,3394843,16600
KOPEL BERKAH MANDIRI,Menengah,179279008,199999800,797986
KOPKAR REKA TEKNIKA UTAMA,Menengah,0,276216264,0
PT. MITRA KONSTRUKSI KHATULISTIWA,Menengah,108990400,894426306,729737
PT UNGGUL BRATA,Menengah,216675296,582770075,1480281
PT MULIAWAN PUTRA,Menengah,0,1149279792,0
PT. Star Omega Abadi,Menengah,0,475498565,0
SURYA ABADI COMPUTER,Menengah,189728000,355064580,859885
PT Lentera Jaya Maju,Menengah,116539400,764135100,780508
PT. Necindo Eracendekia,Menengah,0,176787002,0
AR KUMORO,Menengah,0,8800000,0
PT. INTI GLOBAL OPTICAL COMMUNICATION,Menengah,161287600,5158725000,1094833
INTI PINDAD MITRA SEJATI,Menengah,594320000,674880000,4035510
Koperasi Jasa Pegawai PT Telkom Indonesia Balikpapan,Menengah,794715380,6170966071,4974112
Kopegtel Yogyakarta,Menengah,59867010,1210301496,400497
CV. SINAR KASIH ABADI,Menengah,0,21015000,0
PT MANDA FLORA,Menengah,0,4945050,0
PT KLASE AUTO GRAHA,Menengah,0,53790600,0
PT. BINTANG SETYA MEDIA,Menengah,0,4928400,0
PT SAKURA ANUGRAH PRATAMA,Menengah,140350500,4790569033,615725
PT Netmarks Indonesia,Menengah,0,61050000,0
KOPERASI JASA PRATAMA INDONESIA SEJAHTERA,Menengah,0,162557058,0
PT  World Infinite Network,Menengah,0,277196999,0
FITRA HADI RAYA,Menengah,0,231009488,0
CITRA MANDIRI KREATIF,Menengah,0,716315412,0
PT Bismacindo Perkasa,Menengah,391372200,1382889966,1819062
TP Com,Menengah,178811096,856950019,981442
PT KARLIN MASTRINDO,Menengah,762921500,1782802217,3519952
CV. BOUNGA SOLUSI INFORMATIKA,Menengah,0,258874200,0
Lintas Virtual Globalindo,Menengah,0,149818392,0
KAYREACH SYSTEM,Menengah,0,65274393,0
PARADIGMA CIPTA MULIA,Menengah,18841620,96616620,123448
MULTIKENCANA RONA UTAMA,Menengah,0,151624934,0
CANDI CIPTAPARAMUDA,Menengah,0,45600354,0
PT DALCO PUTRA JAYA,Menengah,0,53595412,0
PT. Anugerah Prima Kreasi,Menengah,0,20525287,0
CV. Karya Abadi,Menengah,0,24000420,0
Berkat Anugrah,Menengah,0,349650000,0
KOPERASI KARYAWAN LMK,Menengah,34609100,41311980,215855
PT Sungrafika Sukses Makmur,Menengah,0,248809985,0
PT. Tri Ateri Selaras,Menengah,0,634785722,0
PT HUTAMA RAHARJA DELLADA,Menengah,0,1942500,0
WAHANA DATARINDO SEMPURNA,Menengah,0,1798200,0
PT. AROTECH INTERNATIONAL,Menengah,0,3328890,0
PT UTAMA JAYA TELADAN,Menengah,0,156203751,0
Koperasi Karyawan PT. PLN (Persero) Pusdiklat,Menengah,4962350,87635610,26229
koperasi batu cahaya cemerlang,Menengah,0,41336400,0
PT.FORTA LARESE,Menengah,0,510600000,0
TATA SETITI NITIS,Menengah,0,442916640,0
Rumah Atsiri Indonesia,Menengah,49500900,49875000,331281
Gramedia Gandaria,Menengah,0,35728014,0
Infiluck,Menengah,0,30000,0
PT EGLOBAL TEKNOLOGI SOLUSINDO,Menengah,0,181459999,0
PT. Multipolar Technology Tbk,Menengah,0,14962800,0
Kopegtel Meulaboh,Menengah,0,94017000,0
MITRA JASA TEKNIK,Menengah,0,412131900,0
Koperasi Karyawan Syariah PT Pupuk Iskandar Muda,Menengah,1062992234,6954869160,4843805
Pomeurah Acindo,Menengah,1731696032,2653669674,7848054
CV Gunawan Sejati,Menengah,0,482461500,0
ALTAF JAYA,Menengah,0,41046690,0
Arzi Perdana Jaya,Menengah,0,136211097,0
GAISYA BARONA,Menengah,0,28416000,0
Artha Citra Samara,Menengah,0,620127474,0
PT IMA MEUKAT RAYA,Menengah,98434296,371699325,664541
CITRA BINTANG TERANG,Menengah,0,702297000,0
Widi Jaya Anggun,Menengah,0,38850000,0
Harigatha Naraski,Menengah,39070700,88733400,262984
BUFFALO JAGAT PERKASA,Menengah,39471400,120856800,265721
CV.KARYA HUSNA DEWANTARA,Menengah,0,23310000,0
CV.GADENG JAYA MANDIRI,Menengah,0,9490500,0
PT. DWIRESTU REJEKIGUNA,Menengah,0,683760000,0
Raja Husein Mandiri,Menengah,0,185666370,0
MULIA,Menengah,0,64380000,0
BANDUM TARASA,Menengah,23851000,857493595,159055
"Digital Controls, CV",Menengah,0,7659000,0
CV. KUTA BAYI,Menengah,0,38578000,0
PT. ROMAS INDONESIA ALFA SAKTI,Menengah,0,416139000,0
RESTUMA,Menengah,0,60543840,0
MALISNA & CO,Menengah,63830800,72483000,432062
MULTI ROTATEK INDONESIA,Menengah,0,107670000,0
ABAD JAYA ABADI SENTOSA,Menengah,0,53279922,0
PT Imajaya Karyamandiri,Menengah,0,397935000,0
Tata Marga Muliasakti,Menengah,0,210900000,0
ARI WIDYA KARYA ABADI,Menengah,95819904,844319280,656050
KOPEGTEL BANYUWANGI,Menengah,7577500,38295000,44545
PT. BUMI MAS JAYA PERKASA,Menengah,0,182592780,0
CV. ZURICH,Menengah,0,331446000,0
KOPERASI MANDIRI PERKEBUNAN CIKUMPAY,Menengah,42940290,256848406,255073
INDOCIPTA KARYA PRADANA,Menengah,0,135460000,0
Toko HnY 70,Menengah,0,20075000,0
CV PUTRA REZEKI ANGKASA,Menengah,0,92890430,0
CV. WIJAYA PUTRA PERKASA,Menengah,0,169361530,0
Officepedia Solusi Indonesia (Balikpapan),Menengah,2547950,88443069,3237
KOPERASI MITRA SEJAHTERA,Menengah,43198630,765509290,267556
Kopkar ICC Kalteng,Menengah,236206260,2342884871,1517037
MEDIA KREASI,Menengah,0,50890725,0
PT. WAHYU TIARA ABADI,Menengah,0,285569700,0
PT. Pesonna Indonesia Jaya,Menengah,0,5306794999,0
CV DELAPAN BELAS KREASI,Menengah,0,10773216,0
PT. Kinarya Selaras Piranti Balikpapan,Menengah,7718420,62879788,44551
PT. Kinarya Selaras Piranti Tarakan,Menengah,2505540,23688621,12990
PT. Kinarya Selaras Piranti Palangkaraya,Menengah,2801450,14937713,14781
PT. Kinarya Selaras Piranti Cabang Pontianak,Menengah,3504850,17553096,19040
PT. Kinarya Selaras Piranti Regional Sulawesi,Menengah,6041700,14704725,34399
PT PUTRA DELTA ABADI,Menengah,62240000,213120000,425565
CV. JARIS SOLUSI UTAMA,Menengah,977366,9773940,2102
GLOBAL TITIAN SEJAHTERA,Menengah,0,57402874,0
PT DAYA SUKSES MANDIRI,Menengah,0,562659,0
CV. ANNASAT MANDIRI,Menengah,0,122766000,0
PT. BAKTI NUSANTARA JAYA,Menengah,0,83250000,0
KOPEGTEL PERMATA SEULAWAH,Menengah,101448980,1376421583,645047
Kopegtel Lhokseumawe,Menengah,0,176601000,0
CV. POWER TEL WORLD,Menengah,0,242092665,0
PT. LUCK INDONESIA SEJAHTERA,Menengah,0,599400000,0
Jasa Elektronik,Menengah,0,12500000,0
KOPEGTEL PEKALONGAN,Menengah,176043735,932153320,1171723
PT. ALAM KHARISMA BERSAUDARA,Menengah,0,201975600,0
BANYU BENING,Menengah,0,326675676,0
KOPERASI KEBUN BATUJAMUS,Menengah,245306,246975,-150
FADI MITRA ABADI,Menengah,19376880,184253503,123823
CV. MURNI JAYA,Menengah,0,4995000,0
CV SARAH RM,Menengah,0,164367633,0
CV. ATARAJASA ELEKTRONIK,Menengah,0,25415000,0
CV. JAVA SOLUSINDO,Menengah,0,19309560,0
SARANA ANUGERAH SEJATI,Menengah,0,274170000,0
Gramedia Jambi,Menengah,0,749499,0
Koperasi Pegawai Adhi Ladya,Menengah,155112400,664320924,959694
CITRA SEMBILANSATU,Menengah,0,192252000,0
CV. RND INDO JAYA,Menengah,0,33675000,0
PT. RAJAWALI KARYA MANDIRI,Menengah,0,43678500,0
KOPERASI KARYAWAN MAKMUR NIAGA,Menengah,71661930,353662650,469160
PT. SPM PALANGKARAYA,Menengah,0,49394445,0
URADO KARYA PRATAMA,Menengah,635448200,778227382,4262222
PT. ANUGERAH MAJU BERSAMA INDONESIA,Menengah,0,46103350,0
KOPERASI KARYAWAN TELKOM KOPKARTEL,Menengah,20686890,123685000,126446
GRAMEDIA EXHIBITION LUBUK LINGGAU,Menengah,17101600,19419729,112966
PT SANDHY PUTRAMAKMUR,Menengah,29760220,254401299,181450
CV. Arto Jaya Abadi,Menengah,0,480000,0
CV. Solusi Arya Prima Cabang Lampung,Menengah,0,9549993,0
Koperasi konsumen wanita melati peltim,Menengah,52915040,151971210,297478
TINS GALLERY,Menengah,0,9026000,0
KOPERASI KARYAWAN TIMAH KEPULAUAN RIAU KOKARTRI,Menengah,32086370,220313355,195028
CV. Bliss Grafika,Menengah,0,3170970,0
PT Sari Ulfa Mutia,Menengah,0,76445700,0
JUNIOR EXPRES,Menengah,0,11444100,0
MENTARI MAJU MANDIRI,Menengah,13626900,13719600,80323
SELARAS MANDIRI,Menengah,85042496,211677000,578545
PT PRABU JAYA SERASAN,Menengah,24069310,122480500,139185
HR. ARTO MORO,Mikro,4962500,59340000,25744
Rumah Produksi Komunitas Panggungharjo,Mikro,0,10830000,0
PT Padi Nusantara,Mikro,14736000,311674000,81515
Pekatan Batik,Mikro,2575000,18950000,0
Syamsmoothies,Mikro,0,3994000,0
Zakiyya Hampers,Mikro,0,5145000,0
Dapur Bu Jiran,Mikro,0,1685000,0
warungrkb,Mikro,3402980,38659350,20707
Harumasa Official,Mikro,9963382,9969000,-3161
Bendera.co,Mikro,10880000,10889000,0
NAYLA CRAFT,Mikro,1321000,1321000,0
YEARN,Mikro,279000,279000,0
CROWN LEATHER,Mikro,0,210460000,0
Rajasa Mas Jaya,Mikro,0,973000,0
Rule Athallah LeOtonk,Mikro,0,974000,0
BE PATIENT,Mikro,0,3554000,0
Batik Eyang Putri,Mikro,0,33370000,0
Dapur Bu Yuyun,Mikro,0,3001000,0
Strapmade,Mikro,0,3245000,0
Lautan Rempah,Mikro,0,597000,0
Knaffgalery,Mikro,0,6635000,0
Kalapa Indung,Mikro,0,271000,0
DEVDAN SNACKS,Mikro,0,4745000,0
GRESSNACK Lampung,Mikro,0,776000,0
Bloederhood Bakery,Mikro,23965330,80385500,3411
Gerabah Banyuasin,Mikro,0,50000,0
Sayunara Bake,Mikro,0,13585000,0
Oh My Craft,Mikro,0,6075000,0
COKELATIN SIGNATURE OFFICIAL,Mikro,0,7845000,0
Madu Galo-Galo Cupiang,Mikro,0,2969000,0
ByraHijab,Mikro,492600,9993000,0
Blabeli,Mikro,0,10627000,0
selpy seluang crispy,Mikro,0,900000,0
Morera Tenderizer,Mikro,0,160000,0
Galleries Abata ,Mikro,0,1614000,0
Bali Ayu,Mikro,0,1713000,0
OMC Leather,Mikro,0,3100000,0
Layah Goweng,Mikro,0,260000,0
Cokelat Makaryo,Mikro,0,5166200,0
Roro Culinary,Mikro,0,3582000,0
Soes surgawi,Mikro,0,21243000,0
BCC_BANYUWANGI,Mikro,0,1280000,0
PT. Athar Rizki Food,Mikro,0,105000,0
Madame by Linda,Mikro,0,7955000,0
RAHWONO COFFEE KOPI RAHWONO,Mikro,0,1070000,0
Rochsum culinary,Mikro,0,810000,0
Kaya.ID,Mikro,0,10496500,0
IMAGO Raw Honey,Mikro,0,19010800,0
BU ODEH,Mikro,0,655000,0
Elfira Collection 2,Mikro,0,1220000,0
ngata anata,Mikro,108000,3368500,0
WARUNG PANGAN ID FOOD,Mikro,0,2036000,0
La Moringa,Mikro,0,664200,0
Kaos Jukung,Mikro,0,3200000,0
Cutnyak Official Store,Mikro,0,5202800,0
Telur Asin Pangon Rama,Mikro,2080000,2080000,0
Berkah Laut,Mikro,0,2820000,0
Pempek owam,Mikro,0,14465000,0
Batik Gunung Kendil,Mikro,0,6500000,0
SAMBEL PECEL MEKAAR,Mikro,0,420000,0
Kaloka,Mikro,4089000,24105000,0
Twin Digital,Mikro,0,12847000,0
Sylvatea Indonesia,Mikro,63557,635500,-1786
Ulimus,Mikro,0,3556000,0
ASOY CEMAL CEMIL,Mikro,0,1400000,0
GrAndFil ,Mikro,39700,3899000,-1913
PT. Mitratama Cipta Solusindo,Mikro,0,17347160,0
Dapur uni Mia,Mikro,0,1420000,0
RENDANG BUYA,Mikro,0,4765500,0
Toko Angga,Mikro,0,6000,0
Humairah Cemilan,Mikro,0,100000,0
